"Ubs,V","Ibs,A","Isun,A","Ipt1,A","Ipt2,A","Ipt3,A","Ipt4,A","Ipt5,A","Ipt6,A","Ipt7,A","Ipt10,A","Ipt11,A","Ipt12,A","Ipt13,A","Ipt14,A","Ipt15,A","Ipt16,A","Ipt17,A","TR1,C","TR2,C","TR3,C","TR4,C","TR5,C","TR6,C","TR7,C","TR8,C","TR9,C","TR10,C","TR11,C","TR12,C","TR13,C","TR14,C","TR15,C","TR16,C","TDS1,C","TDS2,C","TDS3,C","TDS4,C","TDS5,C","TDS6,C","TDS7,C","TDS8,C","TDS9,C","TKpt,C","TGbv,C","TNap,C","TPrd2,C","TPrd1,C","TDS24,C"
13.91,0.27,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,14.0,12.0,9.0,11.0,8.0,8.0,6.0,6.0,-20.0,11.0,7.0,12.0,10.0,5.0,17.0,17.0,17.0,17.0,18.0,17.0,19.0,19.0,19.0,26.0,20.0,20.0,20.0,21.0,21.0
13.91,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,13.0,12.0,9.0,11.0,8.0,8.0,7.0,5.0,-21.0,11.0,5.0,12.0,9.0,3.0,17.0,17.0,17.0,17.0,18.0,17.0,19.0,19.0,19.0,26.0,20.0,20.0,20.0,21.0,21.0
13.84,0.24,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,13.0,11.0,9.0,11.0,8.0,8.0,6.0,5.0,-21.0,11.0,5.0,11.0,9.0,5.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,26.0,20.0,20.0,20.0,21.0,21.0
13.84,0.27,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,13.0,11.0,9.0,10.0,7.0,7.0,6.0,5.0,-23.0,9.0,5.0,11.0,9.0,3.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,26.0,20.0,20.0,20.0,20.0,21.0
13.84,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,12.0,11.0,9.0,10.0,7.0,7.0,6.0,3.0,-25.0,9.0,5.0,11.0,7.0,2.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,19.0,19.0,26.0,20.0,20.0,20.0,20.0,21.0
13.84,0.24,0.0,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,9.0,11.0,9.0,-117.0,-9.0,7.0,4.0,-20.0,-25.0,9.0,-142.0,-135.0,7.0,3.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,19.0,19.0,26.0,20.0,20.0,20.0,20.0,21.0
13.84,0.21,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,22.0,10.0,10.0,7.0,10.0,5.0,7.0,4.0,-129.0,-205.0,9.0,4.0,9.0,-139.0,2.0,17.0,17.0,17.0,-94.0,-94.0,16.0,18.0,19.0,19.0,26.0,20.0,20.0,20.0,20.0,21.0
13.84,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,22.0,10.0,10.0,7.0,8.0,-125.0,5.0,4.0,2.0,-26.0,8.0,4.0,-135.0,5.0,2.0,17.0,17.0,17.0,-94.0,17.0,16.0,18.0,19.0,18.0,26.0,20.0,20.0,20.0,20.0,21.0
13.84,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,10.0,8.0,7.0,8.0,4.0,5.0,3.0,2.0,-28.0,8.0,4.0,8.0,5.0,2.0,16.0,16.0,17.0,17.0,17.0,16.0,18.0,18.0,18.0,26.0,20.0,20.0,20.0,20.0,21.0
13.84,0.24,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,10.0,8.0,6.0,8.0,4.0,5.0,3.0,2.0,-29.0,8.0,2.0,8.0,5.0,0.0,16.0,16.0,17.0,17.0,17.0,16.0,18.0,18.0,18.0,26.0,20.0,20.0,20.0,20.0,21.0
13.78,0.21,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,9.0,8.0,6.0,8.0,4.0,4.0,3.0,0.0,-31.0,8.0,2.0,8.0,4.0,0.0,16.0,16.0,16.0,17.0,17.0,16.0,18.0,18.0,18.0,26.0,20.0,20.0,20.0,20.0,21.0
13.78,0.21,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,9.0,8.0,6.0,7.0,4.0,4.0,1.0,0.0,-31.0,8.0,2.0,6.0,4.0,0.0,16.0,16.0,16.0,17.0,17.0,16.0,18.0,18.0,18.0,26.0,20.0,20.0,20.0,20.0,21.0
13.78,0.24,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,9.0,7.0,6.0,7.0,2.0,4.0,1.0,0.0,-33.0,6.0,2.0,6.0,4.0,-2.0,16.0,16.0,16.0,16.0,17.0,16.0,17.0,18.0,18.0,26.0,20.0,20.0,20.0,20.0,21.0
13.78,0.27,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,7.0,7.0,4.0,7.0,2.0,2.0,1.0,-1.0,-33.0,6.0,2.0,6.0,2.0,-2.0,16.0,16.0,16.0,16.0,17.0,16.0,17.0,18.0,18.0,26.0,20.0,20.0,19.0,20.0,21.0
13.78,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,7.0,7.0,4.0,7.0,1.0,2.0,1.0,0.0,-33.0,6.0,1.0,4.0,2.0,-2.0,16.0,16.0,16.0,16.0,17.0,16.0,17.0,18.0,18.0,26.0,20.0,19.0,19.0,20.0,21.0
13.78,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,7.0,7.0,4.0,7.0,1.0,2.0,1.0,-1.0,-34.0,6.0,1.0,4.0,2.0,-3.0,16.0,16.0,16.0,16.0,17.0,16.0,17.0,17.0,17.0,26.0,20.0,19.0,19.0,20.0,21.0
13.78,0.24,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,7.0,5.0,4.0,5.0,1.0,2.0,0.0,-1.0,-34.0,6.0,1.0,4.0,2.0,-3.0,16.0,16.0,16.0,16.0,17.0,15.0,17.0,17.0,17.0,26.0,20.0,19.0,19.0,19.0,21.0
13.78,0.27,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6.0,5.0,4.0,5.0,-1.0,1.0,0.0,-3.0,-34.0,4.0,1.0,3.0,2.0,-3.0,16.0,16.0,16.0,16.0,16.0,15.0,17.0,17.0,17.0,26.0,19.0,19.0,19.0,19.0,21.0
13.78,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6.0,4.0,3.0,5.0,-1.0,1.0,0.0,-3.0,-36.0,6.0,-1.0,3.0,2.0,-3.0,16.0,16.0,16.0,16.0,16.0,15.0,17.0,17.0,17.0,26.0,19.0,19.0,19.0,19.0,21.0
13.71,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6.0,4.0,3.0,5.0,-1.0,1.0,0.0,-3.0,-36.0,4.0,-1.0,3.0,1.0,-5.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,17.0,17.0,26.0,19.0,19.0,19.0,19.0,21.0
13.51,1.49,0.0,0.07,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4.0,4.0,3.0,4.0,-1.0,-1.0,-2.0,-3.0,-36.0,4.0,-1.0,1.0,1.0,-5.0,15.0,15.0,16.0,16.0,16.0,15.0,16.0,17.0,17.0,26.0,19.0,19.0,20.0,19.0,21.0
13.45,1.47,0.0,0.09,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4.0,4.0,3.0,4.0,-2.0,-1.0,-2.0,-3.0,-37.0,4.0,-1.0,1.0,-1.0,-5.0,15.0,15.0,16.0,16.0,16.0,15.0,17.0,17.0,17.0,26.0,19.0,19.0,24.0,19.0,21.0
13.38,1.41,0.0,0.09,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4.0,2.0,1.0,4.0,-2.0,-1.0,-2.0,-4.0,-37.0,3.0,-1.0,1.0,-1.0,-6.0,15.0,15.0,16.0,16.0,16.0,15.0,18.0,17.0,17.0,25.0,19.0,19.0,26.0,19.0,21.0
13.32,1.49,0.0,0.09,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,3.0,2.0,1.0,4.0,-2.0,-1.0,-2.0,-4.0,-37.0,3.0,-1.0,1.0,-1.0,-5.0,15.0,15.0,15.0,16.0,16.0,15.0,18.0,17.0,17.0,25.0,19.0,19.0,27.0,19.0,21.0
13.45,1.41,1.28,0.07,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,3.0,2.0,1.0,4.0,-2.0,-1.0,-2.0,-4.0,-37.0,6.0,-1.0,3.0,-1.0,-3.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,17.0,25.0,19.0,19.0,28.0,19.0,21.0
13.51,1.47,1.09,0.09,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,3.0,2.0,1.0,4.0,-2.0,-1.0,-2.0,-3.0,-31.0,8.0,2.0,3.0,-1.0,2.0,15.0,15.0,15.0,15.0,16.0,15.0,19.0,18.0,17.0,25.0,19.0,19.0,28.0,19.0,21.0
13.58,1.47,1.49,0.09,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,3.0,2.0,1.0,4.0,-1.0,-1.0,-2.0,-3.0,-25.0,4.0,1.0,4.0,1.0,2.0,15.0,15.0,15.0,15.0,16.0,15.0,19.0,18.0,17.0,25.0,19.0,19.0,29.0,19.0,21.0
13.51,1.55,1.31,0.07,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,3.0,2.0,3.0,4.0,-1.0,1.0,-2.0,-3.0,-23.0,8.0,1.0,4.0,2.0,0.0,15.0,15.0,15.0,15.0,16.0,15.0,19.0,18.0,17.0,25.0,19.0,19.0,30.0,19.0,21.0
13.51,1.49,1.25,0.09,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,3.0,2.0,3.0,4.0,1.0,1.0,0.0,-1.0,-20.0,9.0,2.0,4.0,1.0,3.0,15.0,15.0,15.0,15.0,16.0,15.0,20.0,19.0,17.0,25.0,19.0,19.0,30.0,19.0,20.0
13.71,0.21,1.07,0.09,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,3.0,2.0,3.0,4.0,1.0,1.0,0.0,-1.0,-17.0,8.0,2.0,6.0,2.0,2.0,15.0,15.0,15.0,15.0,16.0,15.0,20.0,19.0,18.0,25.0,19.0,19.0,30.0,19.0,20.0
13.71,0.24,1.39,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,-1.0,-17.0,9.0,2.0,6.0,2.0,2.0,15.0,15.0,15.0,15.0,16.0,15.0,20.0,19.0,18.0,25.0,20.0,19.0,31.0,19.0,20.0
13.84,0.24,1.39,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,3.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,-17.0,9.0,2.0,6.0,2.0,5.0,15.0,15.0,15.0,15.0,16.0,15.0,20.0,19.0,18.0,25.0,20.0,19.0,27.0,20.0,20.0
13.84,0.24,1.12,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,4.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,-10.0,8.0,4.0,6.0,4.0,3.0,15.0,15.0,15.0,15.0,16.0,15.0,20.0,19.0,18.0,25.0,20.0,19.0,27.0,20.0,20.0
13.97,0.19,1.52,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,4.0,2.0,3.0,5.0,2.0,2.0,1.0,0.0,-10.0,8.0,2.0,8.0,4.0,5.0,15.0,15.0,15.0,15.0,16.0,15.0,19.0,19.0,18.0,25.0,20.0,19.0,23.0,20.0,20.0
14.04,0.21,1.52,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,0.0,-7.0,9.0,4.0,8.0,4.0,6.0,15.0,15.0,15.0,15.0,16.0,15.0,19.0,19.0,18.0,25.0,20.0,19.0,23.0,20.0,20.0
13.97,0.27,0.75,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,0.0,-4.0,8.0,4.0,9.0,5.0,6.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,19.0,18.0,25.0,20.0,19.0,22.0,20.0,20.0
14.04,0.24,1.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,2.0,-2.0,9.0,5.0,9.0,5.0,8.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,21.0,20.0,20.0
14.17,0.24,1.49,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,-1.0,9.0,5.0,9.0,7.0,8.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,21.0,20.0,20.0
14.24,0.24,1.89,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,6.0,4.0,4.0,7.0,5.0,5.0,3.0,3.0,3.0,9.0,5.0,11.0,7.0,8.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,21.0,20.0,20.0
14.3,0.24,1.81,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,6.0,4.0,4.0,7.0,5.0,5.0,4.0,3.0,4.0,11.0,7.0,11.0,7.0,10.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,21.0,20.0,20.0
14.37,0.24,1.6,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,6.0,4.0,4.0,7.0,5.0,7.0,4.0,3.0,4.0,11.0,7.0,11.0,9.0,11.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,20.0,20.0,20.0
14.43,0.24,1.73,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,6.0,5.0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,11.0,7.0,11.0,9.0,10.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,20.0,20.0,20.0
14.43,0.24,1.81,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,7.0,5.0,6.0,7.0,7.0,8.0,6.0,5.0,8.0,11.0,9.0,12.0,9.0,11.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,20.0,20.0,20.0
14.5,0.24,1.87,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,7.0,5.0,6.0,8.0,7.0,8.0,6.0,5.0,9.0,11.0,7.0,12.0,10.0,11.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,20.0,20.0,20.0
14.5,0.24,1.81,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,7.0,7.0,6.0,8.0,8.0,8.0,6.0,5.0,9.0,12.0,9.0,12.0,10.0,10.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,20.0,20.0,20.0
14.5,0.21,1.36,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,7.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,9.0,12.0,9.0,12.0,10.0,13.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,20.0,20.0,20.0
14.5,0.21,1.25,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,9.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,11.0,11.0,9.0,14.0,10.0,13.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,20.0,20.0,20.0
14.56,0.21,1.6,0.13,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,9.0,7.0,6.0,8.0,8.0,10.0,7.0,6.0,11.0,12.0,9.0,12.0,12.0,10.0,15.0,15.0,15.0,15.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,20.0,20.0,20.0
14.56,0.21,1.55,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,9.0,7.0,7.0,8.0,10.0,10.0,7.0,6.0,11.0,12.0,9.0,12.0,12.0,13.0,15.0,15.0,15.0,16.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,20.0,20.0,20.0
14.56,0.21,1.55,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,9.0,7.0,7.0,8.0,10.0,10.0,7.0,8.0,12.0,12.0,10.0,14.0,12.0,13.0,15.0,15.0,15.0,16.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,19.0,20.0,20.0
14.56,0.21,1.55,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,9.0,7.0,7.0,8.0,10.0,10.0,7.0,8.0,12.0,12.0,10.0,14.0,12.0,13.0,15.0,15.0,15.0,16.0,16.0,15.0,18.0,18.0,18.0,25.0,20.0,19.0,19.0,20.0,20.0
14.56,0.21,1.33,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,10.0,8.0,7.0,10.0,10.0,10.0,7.0,8.0,12.0,12.0,10.0,16.0,12.0,13.0,15.0,16.0,15.0,16.0,16.0,15.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,20.0,20.0
14.63,0.24,1.33,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,10.0,8.0,7.0,10.0,10.0,10.0,9.0,8.0,14.0,12.0,10.0,14.0,12.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.63,0.24,0.96,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,10.0,8.0,7.0,10.0,11.0,11.0,9.0,8.0,12.0,12.0,10.0,16.0,13.0,11.0,15.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.24,1.57,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,10.0,8.0,9.0,10.0,11.0,11.0,9.0,8.0,14.0,14.0,12.0,16.0,12.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.21,1.47,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,10.0,8.0,9.0,11.0,11.0,11.0,9.0,9.0,16.0,12.0,10.0,17.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.21,0.96,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,12.0,10.0,9.0,11.0,12.0,11.0,9.0,9.0,14.0,14.0,10.0,17.0,13.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.21,1.01,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,12.0,10.0,9.0,11.0,12.0,11.0,9.0,9.0,17.0,16.0,12.0,17.0,12.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.21,1.33,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,12.0,10.0,9.0,11.0,12.0,11.0,10.0,9.0,19.0,14.0,10.0,17.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.24,1.17,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,12.0,10.0,9.0,11.0,12.0,12.0,10.0,9.0,16.0,16.0,12.0,17.0,15.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.76,0.19,1.39,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,12.0,10.0,9.0,11.0,12.0,11.0,10.0,9.0,17.0,16.0,12.0,17.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.24,0.91,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,13.0,11.0,9.0,11.0,12.0,12.0,10.0,9.0,19.0,16.0,12.0,19.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.21,0.56,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,13.0,11.0,10.0,12.0,14.0,12.0,10.0,9.0,17.0,17.0,12.0,19.0,13.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.24,1.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,13.0,11.0,10.0,12.0,14.0,12.0,10.0,11.0,19.0,14.0,13.0,19.0,13.0,18.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.21,1.07,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,13.0,11.0,10.0,12.0,14.0,12.0,10.0,11.0,19.0,16.0,12.0,19.0,15.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.76,0.24,1.23,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,13.0,11.0,10.0,12.0,14.0,14.0,10.0,11.0,17.0,17.0,12.0,19.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.76,0.24,1.47,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,13.0,12.0,10.0,12.0,14.0,12.0,12.0,11.0,20.0,16.0,13.0,20.0,15.0,18.0,16.0,16.0,16.0,16.0,17.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.69,0.24,0.83,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,14.0,12.0,10.0,12.0,14.0,14.0,10.0,11.0,20.0,16.0,13.0,20.0,15.0,13.0,16.0,16.0,16.0,16.0,17.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
14.76,0.19,1.17,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,14.0,12.0,10.0,14.0,15.0,14.0,12.0,11.0,19.0,19.0,13.0,20.0,15.0,18.0,16.0,16.0,16.0,16.0,17.0,16.0,18.0,18.0,18.0,25.0,19.0,19.0,19.0,19.0,20.0
